ID,Category,Clause / Finding Description,Violation Type,Relevant Law / Statute,Label,Source Name,Source URL,Notes
L1_1877,General Terms of Service,"by submitting , posting or displaying content on or through the services , you grant us a worldwide , non-exclusive , royalty-free license ( with the right to sublicense ) to use , copy , reproduce , process , adapt , modify , publish , transmit , display and distribute such content in any and all media or distribution methods ( now known or later developed ) . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1878,General Terms of Service,"unless both you and we agree otherwise , the arbitrator may not consolidate or join your or our claim with another person 's or party 's claims , and may not otherwise preside over any form of a consolidated , representative or class proceeding . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1879,General Terms of Service,you are responsible for all internet access charges . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1880,General Terms of Service,"any and all payment processing services through or in connection with your use of the airbnb platform ( `` payment services '' ) are provided to you by one or more airbnb payments entities ( individually and collectively , as appropriate , `` airbnb payments '' ) as set out in the payments terms of service ( `` payments terms '' ) . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1881,General Terms of Service,"if you do not want to arbitrate disputes with duolingo and you are an individual , you may opt out of this arbitration agreement by sending an email to legal@duolingo.com within 30 days of the day you first access or use the service . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1882,General Terms of Service,"to be clear , and without limiting the foregoing , you may not use , reproduce , distribute , prepare derivative works of , display or perform any linden content , whether modified by you or not , outside the virtual environment of the service except as provided in an applicable product policy or as expressly agreed upon in a written agreement with linden lab . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1883,General Terms of Service,"depending upon your age and the age requirements set forth in an applicable product policy , registration may require parental consent . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1884,General Terms of Service,"you expressly understand and agree that evernote , its subsidiaries , affiliates , service providers , and licensors , and our and their respective officers , employees , agents and successors shall not be liable to you for any direct , indirect , incidental , special , consequential or exemplary damages , including but not limited to , damages for loss of profits , goodwill , use , data , cover or other intangible losses ( even if evernote has been advised of the possibility of such damages ) resulting from : ( i ) the use or the inability to use the service or to use promotional codes or evernote points ; ( ii ) the cost of procurement of substitute services resulting from any data , information or service purchased or obtained or messages received or transactions entered into through or from the service ; ( iii ) unauthorized access to or the loss , corruption or alteration of your transmissions , content or data ; ( iv ) statements or conduct of any third party on or using the service , or providing any services related to the operation of the service ; ( v ) evernote 's actions or omissions in reliance upon your basic subscriber information and any changes thereto or notices received therefrom ; ( vi ) your failure to protect the confidentiality of any passwords or access rights to your account ; ( vii ) the acts or omissions of any third party using or integrating with the service ; ( viii ) any advertising content or your purchase or use of any advertised or other third-party product or service ; ( ix ) the termination of your account in accordance with the terms of these terms of service ; or ( x ) any other matter relating to the service . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1885,General Terms of Service,"`` nintendo shopping services '' refers to any applications , software and services available as nintendo account service that allow users by using a nintendo account to ( i ) acquire digital products from noe , free of charge or against payment , and/or to ( ii ) register licenses for and download games , applications , software , add-on content for games , applications and software , vouchers for digital services and other digital content . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1886,General Terms of Service,"our designated agent ( i.e. , the proper party ) to whom you should address such notice is listed below . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1887,General Terms of Service,you can form a binding contract with snap group limited . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1888,General Terms of Service,you further agree that we may replace the invalid part by a provision which reflects or comes closest to the initial intention . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1889,General Terms of Service,• you are responsible for reading the full item listing before making a bid or commitment to buy . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1890,General Terms of Service,you and headspace consent to the personal jurisdiction of both courts . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1891,General Terms of Service,you can find an overview of our policies here . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1892,General Terms of Service,where does my data go ? ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1893,General Terms of Service,"headspace will enforce its intellectual property rights to the fullest extent of the law , including the seeking of criminal prosecution . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1894,General Terms of Service,"in addition , graphics , logos , page headers , button icons , scripts , and service names included in or made available through any amazon service are trademarks or trade dress of amazon in the u.s. and other countries . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1895,General Terms of Service,"provide a statement that the information in the notification is accurate and , under penalty of perjury , that you are authorized to act on behalf of the copyright owner . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1896,General Terms of Service,• disclose information that you do not have the right to disclose ( such as confidential information of others ( including your employer ) ; ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1897,General Terms of Service,"when you use an amazon service ( for example , your profile , gift cards , amazon video , your media library , amazon devices , or amazon applications ) you also will be subject to the guidelines , terms and agreements applicable to that amazon service ( `` service terms '' ) . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1898,General Terms of Service,these are the limits of legal liability we may have to you . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1899,General Terms of Service,"you may not transfer , assign , sublicense or otherwise dispose of this licence to another person or entity and may not use the nintendo intellectual property for any commercial purpose . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1900,General Terms of Service,the tripadvisor websites are controlled and operated by tripadvisor from its offices in the commonwealth of massachusetts in the united states . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1901,General Terms of Service,"11.3 members agree to cooperate with and assist airbnb in good faith , and to provide airbnb with such information and take such actions as may be reasonably requested by airbnb , in connection with any damage claims or other complaints or claims made by members relating to accommodations or any personal or other property located at an accommodation ( including , without limitation , payment requests made under the airbnb host guarantee ) , experiences , or co-host agreements . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1902,General Terms of Service,loss or damage are foreseeable if they were an obvious consequence of our breach or if they were contemplated by you and us at the time we entered into this agreement . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1903,General Terms of Service,"to find more information about our service and its features or if you need assistance with your account , please visit the netflix help center on our website ( www.netflix.com/help ) . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1904,General Terms of Service,"engage in `` framing , '' `` mirroring , '' or otherwise simulating the appearance or function of the services ; ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1905,General Terms of Service,"if you are booking for an additional guest who is a minor , you represent and warrant that you are legally authorized to act on behalf of the minor . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1906,General Terms of Service,we refer to this as the `` prohibition of class and representative actions . '' ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1907,General Terms of Service,"all rights not expressly granted to you in these conditions of use or any service terms are reserved and retained by amazon or its licensors , suppliers , publishers , rightsholders , or other content providers . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1908,General Terms of Service,"you are responsible for your use of the services and for any content you provide , including compliance with applicable laws , rules , and regulations . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1909,General Terms of Service,the arbitration will be conducted by a single neutral arbitrator . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1910,General Terms of Service,"some jurisdictions do not allow the exclusion of certain warranties or conditions or the limitation or exclusion of liability for loss or damage caused by willful acts , negligence , breach of contract or breach of implied terms , or incidental or consequential damages . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1911,General Terms of Service,"you may not authorize third parties to use your account , and you may not allow persons under the age of 18 to receive transportation or logistics services from third party providers unless they are accompanied by you . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1912,General Terms of Service,the customer who has contracted with evernote and the administrator of the evernote business account ( as `` customer '' and `` administrator '' are defined in the applicable evernote business agreement ) have the responsibility to and agree to share the terms of such separate agreement with each individual whose user account is linked to that evernote business account ( `` end user '' ) . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1913,General Terms of Service,"if at any time supercell chooses , in its sole discretion , to monitor the service , supercell nonetheless assumes no responsibility for user content and assumes no obligation to modify or remove any inappropriate user content . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1914,General Terms of Service,"you acknowledge that when you receive a user content license you receive only licensing and use rights ; therefore , you do not acquire ownership of any copies of the content , or transfer of any copyright or other intellectual property rights in the content . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1915,General Terms of Service,"in the event that these agreements conflict with the provisions of these terms , these terms will govern . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1916,General Terms of Service,"you certify that you are of the legal age of majority in the jurisdiction in which you reside or , if you are between the ages of 13 and the legal age of majority , that you are using the services with the supervision of your parent or legal guardian who agrees to be bound by these terms of service . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1917,General Terms of Service,"in such event , linden lab shall have no further obligation or liability to you under this agreement or otherwise , and you shall be entitled to no compensation or other payment , remedy , recourse or refund . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1918,General Terms of Service,"14.1 you are solely responsible for compliance with any and all laws , rules , regulations , and tax obligations that may apply to your use of the airbnb platform . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1919,General Terms of Service,you accept full responsibility for any unauthorized use of the service by minors . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1920,General Terms of Service,"unless otherwise expressly required by applicable law , each party shall bear its own attorneys ' fees without regard to which party is deemed the prevailing party in the arbitration proceeding . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1921,General Terms of Service,"you agree that you will not disclose your password to any third party and that you will take sole responsibility for any activities or actions under your account , whether or not you have authorized such activities or actions . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1922,General Terms of Service,"you agree that you have had whatever opportunity you deem necessary to investigate the airbnb services , laws , rules , or regulations that may be applicable to your listings and/or host services you are receiving and that you are not relying upon any statement of law or fact made by airbnb relating to a listing . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1923,General Terms of Service,"unsolicited promotions , mass mailings or `` spamming '' , transmission of `` junk mail '' , `` chain letters '' , political campaigning , advertising , contests , raffles , or solicitations ; ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1924,General Terms of Service,"airbnb may , without prior notice , remove or disable access to any member content that airbnb finds to be in violation of these terms or airbnb 's then-current policies or standards , or otherwise may be harmful or objectionable to airbnb , its members , third parties , or property . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1925,General Terms of Service,"if you choose to use the airbnb platform or collective content , you do so voluntarily and at your sole risk . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1926,General Terms of Service,"if we do not enforce a provision in these terms , it will not be considered a waiver . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1927,General Terms of Service,"your use of others ' content and information posted on our services , is at your own risk . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1928,General Terms of Service,digital millenium copyright act ( `` dmca '' ) notice ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1929,General Terms of Service,`` publicly accessible '' areas of the service are those areas that are accessible to other users of that aspect of the service . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1930,General Terms of Service,but we ca n't guarantee it . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1931,General Terms of Service,you may have the ability to purchase digital content through the services . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1932,General Terms of Service,you understand that use of the services may result in charges to you for the services or goods you receive from a third party provider ( `` charges '' ) . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1933,General Terms of Service,"although tripadvisor displays information about properties owned by third-party suppliers and facilitates reservations with certain suppliers on instant booking and affiliate sites , such actions do not in any way imply , suggest , or constitute tripadvisor 's sponsorship or approval of third-party suppliers , or any affiliation between tripadvisor and third-party suppliers . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1934,General Terms of Service,( d ) tamper with the products or circumvent any technology used by headspace or its licensors to protect any content accessible through the products ; ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1935,General Terms of Service,third-party services are subject to terms and conditions provided by the respective third parties . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1936,General Terms of Service,please read these terms carefully before accessing or using the services . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1937,General Terms of Service,"the oculus parties shall have no liability for any lost profits or other consequential , special , punitive , indirect or incidental damages , arising from or related to your use or inability to use the services , even if an oculus party has been advised of the possibility of such damages . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1938,General Terms of Service,you are solely responsible for all of your communications and interactions with other users of the site and services and with other persons with whom you communicate or interact as a result of your use of the site or services . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1939,General Terms of Service,you may not transfer your rights or obligations under these terms to anyone else . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1940,General Terms of Service,"evernote engages certain affiliates or other third parties ( `` service providers '' ) to provide technical or other services relating to all or part of the service , and you hereby agree that such involvement by these service providers is acceptable . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1941,General Terms of Service,"if you accept or agree to these terms on behalf of a company , university or other legal entity , you represent and warrant that you have the authority to bind that company , university or other legal entity to these terms and , in such event , `` you '' and `` your '' will refer and apply to that company or other legal entity . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1942,General Terms of Service,you agree that any termination of your nintendo account may also affect any associated nintendo accounts as described in article 2 . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1943,General Terms of Service,"except as expressly set forth in these terms , the exercise by either party of any of its remedies under these terms will be without prejudice to its other remedies under these terms or otherwise . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1944,General Terms of Service,"in the event that fraud , illegality or other conduct that violates this agreement is discovered or reported ( whether by you or someone else ) that is connected with your account , we may terminate your account ( or accounts ) as described in section 5 . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1945,General Terms of Service,learn how to submit a notice to ebay . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1946,General Terms of Service,"during your netflix membership we grant you a limited , non-exclusive , non-transferable , license to access the netflix service and view netflix content . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1947,General Terms of Service,"individuals under the age of 18 , or the applicable age of majority , may utilize the products only with the involvement and consent of a parent or legal guardian , under such person 's account and otherwise subject to these terms . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1948,General Terms of Service,"although we have tried our best to strip the legalese from the terms , there are places where these terms may still read like a traditional contract . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1949,General Terms of Service,"your continued access or use of the services after such posting constitutes your consent to be bound by the terms , as amended . ",Unfair Contract Terms,CLAUDETTE Benchmark (Unfair TOS),High-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1950,General Terms of Service,"oculus may attempt to collect unpaid charges , including by attempting additional charges to your payment instrument , use of collections agencies and any other legal means . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1951,General Terms of Service,"you will not use or attempt to use another user 's account , username , or password without their permission . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1952,General Terms of Service,"once a guest requests a booking of your listing , you may not request that the guest pays a higher price than in the booking request . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1953,General Terms of Service,"by agreeing to these terms , you automatically enable memories . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1954,General Terms of Service,"the information supplied by this application is believed to be accurate , but tripadvisor , and/or its affiliates do not warrant or guarantee such accuracy . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1955,General Terms of Service,"if we fail to comply with these terms , we will be liable to you only for the purchase price of the products in question . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
