id,layer,category,text,violation_type,law_statute,label,source_name,source_url,notes,needs_human_review
L1_273,1,General Terms of Service,"so if you apply for a job through our service or opt to signal that you are interested in a job , our default is to share it only with the job poster . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_916,1,General Terms of Service,"you shall not create an account or access the service if you are under the age of 13 ; you shall restrict use by minors , and you will deny access to children under the age of 13 . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1735,1,General Terms of Service,"you must send your opt-out notice to one of the following physical or email addresses : headspace , inc. , attn : arbitration opt-out , 2415 michigan avenue , santa monica , ca 90404 ; adr@headspace.com ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1006,1,General Terms of Service,"this may include the opportunity for you to link your fitbit account , fitbit data , or the fitbit service with third-party services . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1845,1,General Terms of Service,"you and your nonprofit acknowledge that listing a social impact experience does not create a commercial fundraising or co-venturer , or charitable trust relationship with airbnb and airbnb is not a professional fundraiser or commercial participator . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_702,1,General Terms of Service,"7.4.1 airbnb may enable hosts to authorize other members ( `` co-hosts '' ) to administer the host 's listing ( s ) , and to bind the host and take certain actions in relation to the listing ( s ) as permitted by the host , such as accepting booking requests , messaging and welcoming guests , and updating the listing fee and calendar availability ( collectively , `` co-host services '' ) . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_2019,1,General Terms of Service,"if your access to or use of the airbnb platform has been limited or your airbnb account has been suspended or this agreement has been terminated by us , you may not register a new airbnb account or access and use the airbnb platform through an airbnb account of another member . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_487,1,General Terms of Service,you may not use any meta tags or any other `` hidden text '' utilizing amazon 's name or trademarks without the express written consent of amazon . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1122,1,General Terms of Service,"airbnb may without restriction assign , transfer or delegate this agreement and any rights and obligations hereunder , at its sole discretion , with 30 days prior notice . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_334,1,General Terms of Service,tripadvisor does not knowingly collect the information of anyone under the age of 13 . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1361,1,General Terms of Service,"therefore , you should review this agreement and any additional terms on a regular and frequent basis . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1421,1,General Terms of Service,"if you decide to register through an sns , we will extract the personal information you have provided to the sns ( such as your `` real '' name , email address and other information you make publicly available via the sns ) from the account you have with the applicable sns and use that information to create your account . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_511,1,General Terms of Service,"5.3 you will not use , copy , adapt , modify , prepare derivative works of , distribute , license , sell , transfer , publicly display , publicly perform , transmit , broadcast or otherwise exploit the airbnb platform or collective content , except to the extent you are the legal owner of certain member content or as expressly permitted in these terms . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_424,1,General Terms of Service,"if there is a conflict between these terms and terms and conditions applicable to a specific area or feature of the airbnb platform , the latter terms and conditions will take precedence with respect to your access to or use of that area or feature , unless specified otherwise . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_2039,1,General Terms of Service,you are responsible for anything that happens through your account . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_853,1,General Terms of Service,"you agree to pay all amounts sent through the resolution center in connection with your airbnb account , and airbnb payments will handle all such payments pursuant to the payments terms . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1270,1,General Terms of Service,all software used in any amazon service is the property of amazon or its software suppliers and is protected by united states and international copyright laws . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_453,1,General Terms of Service,"you are only allowed to purchase virtual items from us or our authorised partners through the service , and not in any other way . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_123,1,General Terms of Service,"199 fremont street , 14th floor ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_993,1,General Terms of Service,linkedin generally does not review content provided by our members or others . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1448,1,General Terms of Service,"4.1 you must establish an account to use certain aspects of the service , using true and accurate registration information . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1011,1,General Terms of Service,"as the nintendo account service is for your own personal recreational and non-commercial use , we are also not responsible for any loss of profit , loss of business , business interruption , loss of data or loss of business opportunity . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1901,1,General Terms of Service,"11.3 members agree to cooperate with and assist airbnb in good faith , and to provide airbnb with such information and take such actions as may be reasonably requested by airbnb , in connection with any damage claims or other complaints or claims made by members relating to accommodations or any personal or other property located at an accommodation ( including , without limitation , payment requests made under the airbnb host guarantee ) , experiences , or co-host agreements . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1370,1,General Terms of Service,"please review our other policies , such as our pricing policy , posted on this site . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1274,1,General Terms of Service,"all right , title , and interest in and to the services ( excluding content provided by users ) are and will remain the exclusive property of twitter and its licensors . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1470,1,General Terms of Service,"all parties to the arbitration will have the right , at their own expense , to be represented by an attorney or other advocate of their choosing . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_599,1,General Terms of Service,• manipulate the price of any item or interfere with any other user 's listings ; ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1457,1,General Terms of Service,"you will not use the services in a way that could interfere with , disrupt , negatively affect , or inhibit other users from fully enjoying the services , or that could damage , disable , overburden , or impair the functioning of the services . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1518,1,General Terms of Service,"governing law : this agreement shall be governed by the laws of the state of new york , united states of america , without regard to principles of conflicts of law . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_624,1,General Terms of Service,changes to terms of use . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_876,1,General Terms of Service,oculus reserves the right to change or modify these terms in the future at any time and at our sole discretion . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L2_22,2,Gig Contract,"Across four consecutive years of independent assessment (2021-2024), no platform among 11-12 major Indian gig platforms provided sufficient evidence of recognising a collective worker body or trade union.",Absence of worker representation mechanism,Fair Representation principle (Fairwork India methodology),High-risk,Fairwork India Reports 2021-2024,https://fair.work/en/fw/blog/fairwork-india-report-2023-examining-working-conditions-of-workers-on-digital-labour-platforms/,Aggregate finding across multiple annual reports.,False
L1_1213,1,General Terms of Service,the dispute will not be consolidated with any other matters or joined with any other cases or parties . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L3_37,3,Loan App / Fintech,App only requests essential permissions required for one-time KYC verification (camera for document capture and location for geo-tagging). Applicable across all digital channels.,Compliant data minimisation,DPDP Act 2023,Low-risk,RakshakAI Synthetic Generator (Layer 3),internal://synthetic_layer3,Synthetic clause generated for DPDP Act 2023 §6 (Data Minimisation),False
L3_68,3,Loan App / Fintech,"A detailed Key Fact Statement stating the Annual Percentage Rate (APR), total cost of credit, repayment schedule, and fee breakdown is presented before agreement signature. Pursuant to updated statutory terms.",Compliant Key Fact Statement,RBI Digital Lending Directions,Low-risk,RakshakAI Synthetic Generator (Layer 3),internal://synthetic_layer3,Synthetic clause generated for RBI Digital Lending Guidelines 2022,False
L1_1768,1,General Terms of Service,"to begin an arbitration proceeding , you must send a letter requesting arbitration and describing your claim to our registered agent corporation service company , 300 deschutes way sw , suite 304 , tumwater , wa 98501 . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1979,1,General Terms of Service,"to the fullest extent permitted by applicable law , you and duolingo each agree that any dispute resolution proceeding will be conducted only on an individual basis and not in a class , consolidated or representative action . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L3_57,3,Loan App / Fintech,All loan disbursements and repayments are executed directly between the borrower's bank account and the regulated lender's bank account. Applicable across all digital channels.,Compliant direct fund transfer,RBI Digital Lending Directions,Low-risk,RakshakAI Synthetic Generator (Layer 3),internal://synthetic_layer3,Synthetic clause generated for RBI Digital Lending Guidelines 2022,False
L1_1251,1,General Terms of Service,2.2 you will comply with any applicable export control laws in your local jurisdiction . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1282,1,General Terms of Service,"the arbitrator 's award shall be final and binding and judgment on the award rendered by the arbitrator may be entered in any court possessing jurisdiction over the parties , except for a limited right of appeal under the federal arbitration act . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1577,1,General Terms of Service,"subject to the terms and conditions set out in these terms of service , you are hereby granted a non-exclusive , limited , non-transferable , freely revocable license to use the services for your internal business purposes . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1397,1,General Terms of Service,"except as otherwise agreed upon , if we enable the use of software , content , virtual items or other materials owned or licensed by us ( `` software and content '' ) , we hereby grant you a limited , non-exclusive , non-sublicensable licence to access , install and use the software and content solely for personal and non-commercial purposes , conditioned on your compliance with these terms . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_214,1,General Terms of Service,charges will be inclusive of applicable taxes where required by law . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1756,1,General Terms of Service,you are solely responsible for maintaining the confidentiality of your password and for restricting access to your internet device . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1525,1,General Terms of Service,crowdtangle reserves the right to refuse to provide the services to anyone for any reason at any time . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_915,1,General Terms of Service,you are responsible for any use of your credit card or other payment instrument ( e.g. paypal ) by minors . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_522,1,General Terms of Service,"11.5 the applicable law and venue is in san francisco , california . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_331,1,General Terms of Service,we may suspend or terminate your use of the products as a result of your fraud or breach of any obligation under these terms . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1218,1,General Terms of Service,"4.1 you agree not to upload , post , email or otherwise send or transmit or introduce any material that contains software viruses or any other computer code , files or programs designed to interrupt , harm , damage , destroy or limit the functionality of any computer software or hardware or equipment linked directly or indirectly with the products or the products themselves . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1135,1,General Terms of Service,"• access , tamper with , or use non-public areas of the site , academia.edu 's computer systems , or the technical delivery systems of academia.edu 's providers ; ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1048,1,General Terms of Service,"for examples of such additional terms , please see section 12 below . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_376,1,General Terms of Service,you further grant tripadvisor the right to pursue at law any person or entity that violates your or tripadvisor 's rights in the submissions by a breach of this agreement . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L3_81,3,Loan App / Fintech,Recovery agents initiate calls and automated collection messages to borrowers between 10:00 PM and 6:00 AM.,Harassment outside permitted hours,RBI Fair Practices Code,High-risk,RakshakAI Synthetic Generator (Layer 3),internal://synthetic_layer3,Synthetic clause generated for RBI Digital Lending Guidelines 2022,False
L1_1810,1,General Terms of Service,the site and services are intended solely for persons who are 13 years of age or older . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1594,1,General Terms of Service,"these terms and any document expressly referred to in them constitute the whole agreement between us and supersede all previous discussions , correspondence , negotiations , previous arrangement , understanding or agreement between us relating to their subject matter . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_404,1,General Terms of Service,"in order for you to download and use digital products via the nintendo shopping services , a licence for the respective digital product needs to be registered . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_674,1,General Terms of Service,"duolingo 's liability to you or any third party claiming through you for any cause whatsoever , and regardless of the form of the action , is limited to the amount paid , if any , by you to duolingo for the service in the 12 months prior to the initial action giving rise to liability . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L3_109,3,Gig Contract,Platform provides a minimum 14 days written notice specifying objective grounds and an appeal process prior to account deactivation. Subject to regulatory audit.,Compliant deactivation notice,Karnataka/Rajasthan Gig Worker Acts,Low-risk,RakshakAI Synthetic Generator (Layer 3),internal://synthetic_layer3,Synthetic clause generated for Gig Worker Legislation,False
L1_46,1,General Terms of Service,"by submitting suggestions or other feedback regarding our services to linkedin , you agree that linkedin can use and share ( but does not have to ) such feedback for any purpose without compensation to you . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_721,1,General Terms of Service,"we do not in any way exclude or limit our liability for : intent or gross negligence ; death or personal injury ; fraud or fraudulent misrepresentation ; any breach of the terms implied by law relating to our title to the nintendo intellectual property ; any breach of the terms implied by law relating to the description , satisfactory quality and fitness for purpose of products which may be offered via the nintendo account service ; and product liability . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1272,1,General Terms of Service,"`` third-party services '' refers to any applications , software , add-on content , services , websites , portals , data and other digital content provided by third parties that may be accessible via the nintendo account service , but that are not operated by nintendo and that allow users to access or register games , applications , software and other digital content of third parties independently from the nintendo account under the terms established by third parties . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_2003,1,General Terms of Service,"code § 1789.3 , you may report complaints to the complaint assistance unit of the division of consumer services of the california department of consumer affairs by contacting them in writing at 400 r street , sacramento , ca 95814 , or by telephone at (800) 952-5210 . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_529,1,General Terms of Service,you may cancel your account at any time by visiting your account settings page and clicking on `` remove '' or by sending an email to feedback@academia.edu . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L3_4,3,Loan App / Fintech,The app processes applicant personal data without providing itemised prior notice of data categories collected. Subject to regulatory audit.,Unconsented data processing,DPDP Act 2023,High-risk,RakshakAI Synthetic Generator (Layer 3),internal://synthetic_layer3,Synthetic clause generated for DPDP Act 2023 §5 (Notice),False
L1_798,1,General Terms of Service,ebay will send any notice to you to the physical address we have on file associated with your ebay account ; it is your responsibility to keep your physical address up to date . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_452,1,General Terms of Service,we make no representations or warranties that the services are appropriate or available for use in other locations . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1538,1,General Terms of Service,"you and academia.edu agree that any dispute , claim or controversy arising out of or relating to these terms or the breach , termination , enforcement , interpretation or validity thereof or the use of the site or services ( collectively , `` disputes '' ) will be settled by binding arbitration , except that each party retains the right : ( i ) to bring an individual action in small claims court and ( ii ) to seek injunctive or other equitable relief in a court of competent jurisdiction to prevent the actual or threatened infringement , misappropriation or violation of a party 's copyrights , trademarks , trade secrets , patents or other intellectual property rights ( the action described in the foregoing clause ( ii ) , an `` ip protection action '' ) . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_75,1,General Terms of Service,• that vimeo will continue to support any particular feature of the vimeo service ; or ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L3_16,3,Loan App / Fintech,"User personal and credit data is strictly restricted to credit assessment and loan servicing, and is never shared for marketing.",Compliant purpose limitation,DPDP Act 2023,Low-risk,RakshakAI Synthetic Generator (Layer 3),internal://synthetic_layer3,Synthetic clause generated for DPDP Act 2023 §6 (Purpose Limitation),False
L1_816,1,General Terms of Service,"if you do n't provide academia.edu with an arbitration opt-out notice within the thirty ( 30 ) day period , you will be deemed to have knowingly and intentionally waived your right to litigate any dispute except for litigable actions . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1311,1,General Terms of Service,"and just as with our other services , your use of memories may take up space on your device and may incur mobile data charges . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_514,1,General Terms of Service,"account security : you are responsible for all activity that occurs under your account , including any activity by authorized or unauthorized users . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1573,1,General Terms of Service,a system or software update may be required to fully enjoy all features of the nintendo account service . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1902,1,General Terms of Service,loss or damage are foreseeable if they were an obvious consequence of our breach or if they were contemplated by you and us at the time we entered into this agreement . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_312,1,General Terms of Service,"by submitting any course contributor material , you grant us a fully paid up , royalty-free , perpetual , sublicensable license to reproduce , display , perform , modify , create derivative works of , distribute and otherwise use such course contributor material in any manner . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_79,1,General Terms of Service,you must not use any part of the materials used in or on the products for commercial purposes without obtaining a written license to do so from us . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_294,1,General Terms of Service,"to maintain control over the account and to prevent anyone from accessing the account ( which would include information on viewing history for the account ) , the account owner should maintain control over the netflix ready devices that are used to access the service and not reveal the password nor details of the payment method associated with the account to anyone . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1926,1,General Terms of Service,"if we do not enforce a provision in these terms , it will not be considered a waiver . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
